Chromosome1	ChromStartP1	ChromEndP1	Chromosome	ChromStartP2	ChromEndP2	Score
20	33666498.0	33668525.0	20	31475293.0	31484905.0	0.41600000000000004
20	33666498.0	33668525.0	20	31475293.0	31484905.0	0.41600000000000004
20	33666498.0	33668525.0	20	31475293.0	31484905.0	0.41600000000000004
20	33666498.0	33668525.0	20	31475293.0	31484905.0	0.41600000000000004
20	33666498.0	33668525.0	20	31475293.0	31484905.0	0.41600000000000004
20	33666498.0	33668525.0	20	31475293.0	31484905.0	0.41600000000000004
20	44619522.0	44652233.0	20	63939829.0	63956415.0	0.715
20	44619522.0	44652233.0	20	63939829.0	63956415.0	0.715
20	44619522.0	44652233.0	20	63939829.0	63956415.0	0.715
20	44619522.0	44652233.0	20	63939829.0	63956415.0	0.715
20	44619522.0	44652233.0	20	63939829.0	63956415.0	0.715
20	44619522.0	44652233.0	20	63939829.0	63956415.0	0.715
20	44619522.0	44652233.0	20	37693955.0	37872129.0	0.47
20	44619522.0	44652233.0	20	37693955.0	37872129.0	0.47
20	44619522.0	44652233.0	20	37693955.0	37872129.0	0.47
20	44619522.0	44652233.0	20	37693955.0	37872129.0	0.47
20	44619522.0	44652233.0	20	37693955.0	37872129.0	0.47
20	44619522.0	44652233.0	20	37693955.0	37872129.0	0.47
20	44619522.0	44652233.0	20	44531785.0	44624247.0	0.759
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	45174876.0	45176544.0	0.439
20	44619522.0	44652233.0	20	34280268.0	34311802.0	0.75
20	44619522.0	44652233.0	20	34280268.0	34311802.0	0.75
20	44619522.0	44652233.0	20	34280268.0	34311802.0	0.75
20	44619522.0	44652233.0	20	34280268.0	34311802.0	0.75
20	44619522.0	44652233.0	20	34280268.0	34311802.0	0.75
20	44619522.0	44652233.0	20	34280268.0	34311802.0	0.75
20	44619522.0	44652233.0	20	34280268.0	34311802.0	0.75
20	44619522.0	44652233.0	20	56629302.0	56639283.0	0.431
20	44619522.0	44652233.0	20	56629302.0	56639283.0	0.431
20	44619522.0	44652233.0	20	25612935.0	25624175.0	0.469
20	38581195.0	38588463.0	20	38926312.0	38953106.0	0.519
20	38581195.0	38588463.0	20	38926312.0	38953106.0	0.519
20	38581195.0	38588463.0	20	38926312.0	38953106.0	0.519
20	38581195.0	38588463.0	20	38926312.0	38953106.0	0.519
20	38581195.0	38588463.0	20	38926312.0	38953106.0	0.519
20	4220631.0	4249074.0	20	62708837.0	62762771.0	0.9
20	4220631.0	4249074.0	20	62708837.0	62762771.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	5302040.0	5314369.0	0.9
20	4220631.0	4249074.0	20	9068763.0	9481242.0	0.9079999999999999
20	4220631.0	4249074.0	20	9068763.0	9481242.0	0.9079999999999999
20	4220631.0	4249074.0	20	9068763.0	9481242.0	0.9079999999999999
20	4220631.0	4249074.0	20	9068763.0	9481242.0	0.9079999999999999
20	4220631.0	4249074.0	20	9068763.0	9481242.0	0.9079999999999999
20	4220631.0	4249074.0	20	3043622.0	3045747.0	0.9
20	4220631.0	4249074.0	20	3043622.0	3045747.0	0.9
20	4220631.0	4249074.0	20	3043622.0	3045747.0	0.9
20	4220631.0	4249074.0	20	3043622.0	3045747.0	0.9
20	4220631.0	4249074.0	20	3043622.0	3045747.0	0.9
20	4220631.0	4249074.0	20	3043622.0	3045747.0	0.9
20	4220631.0	4249074.0	20	3043622.0	3045747.0	0.9
20	4220631.0	4249074.0	20	8077251.0	8968360.0	0.914
20	4220631.0	4249074.0	20	8077251.0	8968360.0	0.914
20	4220631.0	4249074.0	20	8077251.0	8968360.0	0.914
20	4220631.0	4249074.0	20	8077251.0	8968360.0	0.914
20	4220631.0	4249074.0	20	8077251.0	8968360.0	0.914
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	3071620.0	3072517.0	0.912
20	4220631.0	4249074.0	20	59300427.0	59325992.0	0.9
20	4220631.0	4249074.0	20	59300427.0	59325992.0	0.9
20	4220631.0	4249074.0	20	59300427.0	59325992.0	0.9
20	4220631.0	4249074.0	20	59300427.0	59325992.0	0.9
20	4220631.0	4249074.0	20	33407955.0	33443892.0	0.462
20	4220631.0	4249074.0	20	33407955.0	33443892.0	0.462
20	62302093.0	62308862.0	20	37178410.0	37241623.0	0.723
20	62302093.0	62308862.0	20	37178410.0	37241623.0	0.723
20	62302093.0	62308862.0	20	37178410.0	37241623.0	0.723
20	62302093.0	62308862.0	20	37178410.0	37241623.0	0.723
20	62302093.0	62308862.0	20	37178410.0	37241623.0	0.723
20	62302093.0	62308862.0	20	37178410.0	37241623.0	0.723
20	62302093.0	62308862.0	20	37178410.0	37241623.0	0.723
20	48921890.0	49036693.0	20	18507493.0	18561415.0	0.44799999999999995
20	48921890.0	49036693.0	20	17226107.0	17484578.0	0.7020000000000001
20	48921890.0	49036693.0	20	17226107.0	17484578.0	0.7020000000000001
20	48921890.0	49036693.0	20	17226107.0	17484578.0	0.7020000000000001
20	48921890.0	49036693.0	20	17226107.0	17484578.0	0.7020000000000001
20	48921890.0	49036693.0	20	17226107.0	17484578.0	0.7020000000000001
20	48921890.0	49036693.0	20	17226107.0	17484578.0	0.7020000000000001
20	48921890.0	49036693.0	20	958452.0	1002264.0	0.529
20	48921890.0	49036693.0	20	958452.0	1002264.0	0.529
20	63698642.0	63708025.0	20	45361937.0	45376798.0	0.934
20	63698642.0	63708025.0	20	45361937.0	45376798.0	0.934
20	63698642.0	63708025.0	20	45361937.0	45376798.0	0.934
20	63698642.0	63708025.0	20	63272785.0	63289793.0	0.41100000000000003
20	63698642.0	63708025.0	20	63272785.0	63289793.0	0.41100000000000003
20	63698642.0	63708025.0	20	63272785.0	63289793.0	0.41100000000000003
20	34194569.0	34269344.0	20	3471040.0	3651122.0	0.669
20	34194569.0	34269344.0	20	50731544.0	50756795.0	0.774
20	34194569.0	34269344.0	20	50731544.0	50756795.0	0.774
20	34194569.0	34269344.0	20	44885676.0	44908532.0	0.596
20	34194569.0	34269344.0	20	44885676.0	44908532.0	0.596
20	34194569.0	34269344.0	20	44885676.0	44908532.0	0.596
20	34194569.0	34269344.0	20	44885676.0	44908532.0	0.596
20	34194569.0	34269344.0	20	34280268.0	34311802.0	0.598
20	34194569.0	34269344.0	20	34280268.0	34311802.0	0.598
20	34194569.0	34269344.0	20	34280268.0	34311802.0	0.598
20	34194569.0	34269344.0	20	34280268.0	34311802.0	0.598
20	34194569.0	34269344.0	20	34280268.0	34311802.0	0.598
20	34194569.0	34269344.0	20	34280268.0	34311802.0	0.598
20	34194569.0	34269344.0	20	34280268.0	34311802.0	0.598
20	34194569.0	34269344.0	20	33993646.0	34108308.0	0.6
20	34194569.0	34269344.0	20	33993646.0	34108308.0	0.6
20	34194569.0	34269344.0	20	33993646.0	34108308.0	0.6
20	34194569.0	34269344.0	20	33993646.0	34108308.0	0.6
20	34194569.0	34269344.0	20	33993646.0	34108308.0	0.6
20	34194569.0	34269344.0	20	33993646.0	34108308.0	0.6
20	34194569.0	34269344.0	20	56248732.0	56249815.0	0.647
20	34194569.0	34269344.0	20	56248732.0	56249815.0	0.647
20	32358344.0	32439319.0	20	32762385.0	32809356.0	0.48700000000000004
20	32358344.0	32439319.0	20	32762385.0	32809356.0	0.48700000000000004
20	32358344.0	32439319.0	20	32762385.0	32809356.0	0.48700000000000004
20			20	58995185.0	59007247.0	0.758
20			20	58995185.0	59007247.0	0.758
20			20	58995185.0	59007247.0	0.758
20			20	58995185.0	59007247.0	0.758
20			20	58995185.0	59007247.0	0.758
20			20	58995185.0	59007247.0	0.758
20			20	59019254.0	59026654.0	0.755
20			20	59019254.0	59026654.0	0.755
20			20	59019254.0	59026654.0	0.755
20			20	59019254.0	59026654.0	0.755
20			20	59019254.0	59026654.0	0.755
20			20	59019254.0	59026654.0	0.755
20			20	59019254.0	59026654.0	0.755
20			20	59019254.0	59026654.0	0.755
20	3082556.0	3084724.0	20	9068763.0	9481242.0	0.9
20	3082556.0	3084724.0	20	9068763.0	9481242.0	0.9
20	3082556.0	3084724.0	20	9068763.0	9481242.0	0.9
20	3082556.0	3084724.0	20	9068763.0	9481242.0	0.9
20	3082556.0	3084724.0	20	9068763.0	9481242.0	0.9
20	3082556.0	3084724.0	20	49982999.0	49988886.0	0.41600000000000004
20	3082556.0	3084724.0	20	49982999.0	49988886.0	0.41600000000000004
20	3082556.0	3084724.0	20	49982999.0	49988886.0	0.41600000000000004
20	3082556.0	3084724.0	20	49982999.0	49988886.0	0.41600000000000004
20	3082556.0	3084724.0	20	49982999.0	49988886.0	0.41600000000000004
20	3082556.0	3084724.0	20	49982999.0	49988886.0	0.41600000000000004
20	3082556.0	3084724.0	20	59300427.0	59325992.0	0.938
20	3082556.0	3084724.0	20	59300427.0	59325992.0	0.938
20	3082556.0	3084724.0	20	59300427.0	59325992.0	0.938
20	3082556.0	3084724.0	20	59300427.0	59325992.0	0.938
20	3082556.0	3084724.0	20	3043622.0	3045747.0	0.91
20	3082556.0	3084724.0	20	3043622.0	3045747.0	0.91
20	3082556.0	3084724.0	20	3043622.0	3045747.0	0.91
20	3082556.0	3084724.0	20	3043622.0	3045747.0	0.91
20	3082556.0	3084724.0	20	3043622.0	3045747.0	0.91
20	3082556.0	3084724.0	20	3043622.0	3045747.0	0.91
20	3082556.0	3084724.0	20	3043622.0	3045747.0	0.91
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	5302040.0	5314369.0	0.904
20	3082556.0	3084724.0	20	1978757.0	1994285.0	0.498
20	3082556.0	3084724.0	20	1978757.0	1994285.0	0.498
20	3082556.0	3084724.0	20	1978757.0	1994285.0	0.498
20	3082556.0	3084724.0	20	1978757.0	1994285.0	0.498
20	3082556.0	3084724.0	20	1978757.0	1994285.0	0.498
20	3082556.0	3084724.0	20	1978757.0	1994285.0	0.498
20	3082556.0	3084724.0	20	1978757.0	1994285.0	0.498
20	3082556.0	3084724.0	20	4220631.0	4249074.0	0.9079999999999999
20	3082556.0	3084724.0	20	49046246.0	49096960.0	0.596
20	3082556.0	3084724.0	20	49046246.0	49096960.0	0.596
20	3082556.0	3084724.0	20	49046246.0	49096960.0	0.596
20	3082556.0	3084724.0	20	49046246.0	49096960.0	0.596
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	37344685.0	37406050.0	0.599
20	3082556.0	3084724.0	20	62708837.0	62762771.0	0.914
20	3082556.0	3084724.0	20	62708837.0	62762771.0	0.914
20	3082556.0	3084724.0	20	8077251.0	8968360.0	0.9009999999999999
20	3082556.0	3084724.0	20	8077251.0	8968360.0	0.9009999999999999
20	3082556.0	3084724.0	20	8077251.0	8968360.0	0.9009999999999999
20	3082556.0	3084724.0	20	8077251.0	8968360.0	0.9009999999999999
20	3082556.0	3084724.0	20	8077251.0	8968360.0	0.9009999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	3071620.0	3072517.0	0.9179999999999999
20	3082556.0	3084724.0	20	37251082.0	37261835.0	0.948
20	3082556.0	3084724.0	20	37251082.0	37261835.0	0.948
20	3082556.0	3084724.0	20	37251082.0	37261835.0	0.948
20	3082556.0	3084724.0	20	56248732.0	56249815.0	0.914
20	3082556.0	3084724.0	20	56248732.0	56249815.0	0.914
20	17693672.0	17735871.0	20	2814987.0	2815833.0	0.408
20	17693672.0	17735871.0	20	2814987.0	2815833.0	0.408
20	17693672.0	17735871.0	20	35523186.0	35529652.0	0.431
20	17693672.0	17735871.0	20	43726164.0	43726998.0	0.489
20	17693672.0	17735871.0	20	43726164.0	43726998.0	0.489
20	17693672.0	17735871.0	20	43726164.0	43726998.0	0.489
20	17693672.0	17735871.0	20	43726164.0	43726998.0	0.489
20	17693672.0	17735871.0	20	43726164.0	43726998.0	0.489
20	17693672.0	17735871.0	20	32983773.0	33004433.0	0.41
20	17693672.0	17735871.0	20	32983773.0	33004433.0	0.41
20	17693672.0	17735871.0	20	32983773.0	33004433.0	0.41
20	17693672.0	17735871.0	20	32983773.0	33004433.0	0.41
20	53936777.0	54070594.0	20	53567065.0	53609907.0	0.6559999999999999
20	53936777.0	54070594.0	20	53567065.0	53609907.0	0.6559999999999999
20	53936777.0	54070594.0	20	53567065.0	53609907.0	0.6559999999999999
20	53936777.0	54070594.0	20	53567065.0	53609907.0	0.6559999999999999
20	53936777.0	54070594.0	20	53567065.0	53609907.0	0.6559999999999999
20	53936777.0	54070594.0	20	53567065.0	53609907.0	0.6559999999999999
20	50794894.0	50882676.0	20			0.45899999999999996
20	50794894.0	50882676.0	20			0.45899999999999996
20	50794894.0	50882676.0	20			0.45899999999999996
20	50794894.0	50882676.0	20			0.45899999999999996
20	50794894.0	50882676.0	20			0.45899999999999996
20	50794894.0	50882676.0	20			0.45899999999999996
20	50794894.0	50882676.0	20			0.45899999999999996
20	50794894.0	50882676.0	20			0.41600000000000004
20	50794894.0	50882676.0	20			0.41600000000000004
20	50794894.0	50882676.0	20	53567065.0	53609907.0	0.466
20	50794894.0	50882676.0	20	53567065.0	53609907.0	0.466
20	50794894.0	50882676.0	20	53567065.0	53609907.0	0.466
20	50794894.0	50882676.0	20	53567065.0	53609907.0	0.466
20	50794894.0	50882676.0	20	53567065.0	53609907.0	0.466
20	50794894.0	50882676.0	20	53567065.0	53609907.0	0.466
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	45174876.0	45176544.0	0.505
20	31664452.0	31723989.0	20	58995185.0	59007247.0	0.8
20	31664452.0	31723989.0	20	58995185.0	59007247.0	0.8
20	31664452.0	31723989.0	20	58995185.0	59007247.0	0.8
20	31664452.0	31723989.0	20	58995185.0	59007247.0	0.8
20	31664452.0	31723989.0	20	58995185.0	59007247.0	0.8
20	31664452.0	31723989.0	20	58995185.0	59007247.0	0.8
20	31664452.0	31723989.0	20	63235883.0	63240507.0	0.47700000000000004
20	17493905.0	17569220.0	20	13389392.0	13638940.0	0.537
20	17493905.0	17569220.0	20	33811304.0	33854366.0	0.787
20	17493905.0	17569220.0	20	33811304.0	33854366.0	0.787
20	17493905.0	17569220.0	20	33811304.0	33854366.0	0.787
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	63235883.0	63240507.0	20	56369389.0	56392337.0	0.503
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	473591.0	543821.0	0.526
20	37492472.0	37527931.0	20	37521215.0	37523693.0	0.865
20	37492472.0	37527931.0	20	37521215.0	37523693.0	0.865
20	6767664.0	6780280.0	20	49982999.0	49988886.0	0.613
20	6767664.0	6780280.0	20	49982999.0	49988886.0	0.613
20	6767664.0	6780280.0	20	49982999.0	49988886.0	0.613
20	6767664.0	6780280.0	20	49982999.0	49988886.0	0.613
20	6767664.0	6780280.0	20	49982999.0	49988886.0	0.613
20	6767664.0	6780280.0	20	49982999.0	49988886.0	0.613
20	6767664.0	6780280.0	20	31605283.0	31606515.0	0.736
20	6767664.0	6780280.0	20	31605283.0	31606515.0	0.736
20	6767664.0	6780280.0	20	10637684.0	10674107.0	0.40700000000000003
20	6767664.0	6780280.0	20	10637684.0	10674107.0	0.40700000000000003
20	6767664.0	6780280.0	20	10637684.0	10674107.0	0.40700000000000003
20	6767664.0	6780280.0	20	10637684.0	10674107.0	0.40700000000000003
20	6767664.0	6780280.0	20	10637684.0	10674107.0	0.40700000000000003
20	6767664.0	6780280.0	20	44355700.0	44434596.0	0.409
20	6767664.0	6780280.0	20	44355700.0	44434596.0	0.409
20	6767664.0	6780280.0	20	44355700.0	44434596.0	0.409
20	6767664.0	6780280.0	20	44355700.0	44434596.0	0.409
20	6767664.0	6780280.0	20	44355700.0	44434596.0	0.409
20	6767664.0	6780280.0	20	8077251.0	8968360.0	0.41600000000000004
20	6767664.0	6780280.0	20	8077251.0	8968360.0	0.41600000000000004
20	6767664.0	6780280.0	20	8077251.0	8968360.0	0.41600000000000004
20	6767664.0	6780280.0	20	8077251.0	8968360.0	0.41600000000000004
20	6767664.0	6780280.0	20	8077251.0	8968360.0	0.41600000000000004
20	6767664.0	6780280.0	20	46894624.0	47188844.0	0.49700000000000005
20	6767664.0	6780280.0	20	46894624.0	47188844.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	3071620.0	3072517.0	0.49700000000000005
20	6767664.0	6780280.0	20	22581005.0	22585455.0	0.573
20	6767664.0	6780280.0	20	22581005.0	22585455.0	0.573
20	6767664.0	6780280.0	20	22581005.0	22585455.0	0.573
20	57168748.0	57266629.0	20	6767664.0	6780280.0	0.9390000000000001
20	57168748.0	57266629.0	20	1368978.0	1393172.0	0.91
20	57168748.0	57266629.0	20	1368978.0	1393172.0	0.91
20	57168748.0	57266629.0	20	31605283.0	31606515.0	0.6809999999999999
20	57168748.0	57266629.0	20	31605283.0	31606515.0	0.6809999999999999
20	38260149.0	38337505.0	20	33161768.0	33181412.0	0.452
20	38260149.0	38337505.0	20	33161768.0	33181412.0	0.452
20	38260149.0	38337505.0	20	33161768.0	33181412.0	0.452
20	38260149.0	38337505.0	20	38346356.0	38377023.0	0.904
20	38260149.0	38337505.0	20	38346356.0	38377023.0	0.904
20	33235995.0	33243311.0	20	38260149.0	38337505.0	0.536
20	33161768.0	33181412.0	20	33273480.0	33309878.0	0.655
20	33161768.0	33181412.0	20	33273480.0	33309878.0	0.655
20	33217310.0	33227758.0	20	43726164.0	43726998.0	0.436
20	33217310.0	33227758.0	20	43726164.0	43726998.0	0.436
20	33217310.0	33227758.0	20	43726164.0	43726998.0	0.436
20	33217310.0	33227758.0	20	43726164.0	43726998.0	0.436
20	33217310.0	33227758.0	20	43726164.0	43726998.0	0.436
20	33217310.0	33227758.0	20	32983773.0	33004433.0	0.447
20	33217310.0	33227758.0	20	32983773.0	33004433.0	0.447
20	33217310.0	33227758.0	20	32983773.0	33004433.0	0.447
20	33217310.0	33227758.0	20	32983773.0	33004433.0	0.447
20	33217310.0	33227758.0	20	33007600.0	33023709.0	0.532
20	33217310.0	33227758.0	20	33007600.0	33023709.0	0.532
20	33273480.0	33309878.0	20	33007600.0	33023709.0	0.414
20	33273480.0	33309878.0	20	33007600.0	33023709.0	0.414
20	33055424.0	33073628.0	20	33273480.0	33309878.0	0.514
20	33055424.0	33073628.0	20	33273480.0	33309878.0	0.514
20	33055424.0	33073628.0	20	33217310.0	33227758.0	0.586
20	33055424.0	33073628.0	20	33217310.0	33227758.0	0.586
20	33055424.0	33073628.0	20	33217310.0	33227758.0	0.586
