Gene stable ID	Gene start (bp)	Gene end (bp)	Strand	GOSlim GOA Accession(s)	GOSlim GOA Description	HGNC symbol
ENSG00000101365	2639041	2644865	-1	GO:0044281	small molecule metabolic process	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0006091	generation of precursor metabolites and energy	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0034641	cellular nitrogen compound metabolic process	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0043226	organelle	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005739	mitochondrion	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005737	cytoplasm	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005623	cell	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005575	cellular_component	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005622	intracellular	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0016491	oxidoreductase activity	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0003674	molecular_function	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0043167	ion binding	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005575	cellular_component	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005737	cytoplasm	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005623	cell	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005622	intracellular	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0016491	oxidoreductase activity	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0043167	ion binding	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0003674	molecular_function	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0005739	mitochondrion	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0043226	organelle	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0034641	cellular nitrogen compound metabolic process	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0008150	biological_process	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0044281	small molecule metabolic process	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0006091	generation of precursor metabolites and energy	IDH3B
ENSG00000101365	2639041	2644865	-1	GO:0051186	cofactor metabolic process	IDH3B
ENSG00000124116	44376583	44420571	-1	GO:0003674	molecular_function	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0030234	enzyme regulator activity	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005575	cellular_component	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005576	extracellular region	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0003674	molecular_function	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005576	extracellular region	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0030234	enzyme regulator activity	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005575	cellular_component	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0003674	molecular_function	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005575	cellular_component	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005576	extracellular region	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0030234	enzyme regulator activity	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0030234	enzyme regulator activity	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005575	cellular_component	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0005576	extracellular region	WFDC3
ENSG00000124116	44376583	44420571	-1	GO:0003674	molecular_function	WFDC3
ENSG00000087589	54987168	55034396	1	GO:0005623	cell	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005622	intracellular	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005575	cellular_component	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005737	cytoplasm	CASS4
ENSG00000087589	54987168	55034396	1	GO:0003674	molecular_function	CASS4
ENSG00000087589	54987168	55034396	1	GO:0004871	signal transducer activity	CASS4
ENSG00000087589	54987168	55034396	1	GO:0016301	kinase activity	CASS4
ENSG00000087589	54987168	55034396	1	GO:0008150	biological_process	CASS4
ENSG00000087589	54987168	55034396	1	GO:0007155	cell adhesion	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005856	cytoskeleton	CASS4
ENSG00000087589	54987168	55034396	1	GO:0043226	organelle	CASS4
ENSG00000087589	54987168	55034396	1	GO:0043226	organelle	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005856	cytoskeleton	CASS4
ENSG00000087589	54987168	55034396	1	GO:0007155	cell adhesion	CASS4
ENSG00000087589	54987168	55034396	1	GO:0008150	biological_process	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005737	cytoplasm	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005623	cell	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005575	cellular_component	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005622	intracellular	CASS4
ENSG00000087589	54987168	55034396	1	GO:0003674	molecular_function	CASS4
ENSG00000087589	54987168	55034396	1	GO:0004871	signal transducer activity	CASS4
ENSG00000087589	54987168	55034396	1	GO:0016301	kinase activity	CASS4
ENSG00000087589	54987168	55034396	1	GO:0003674	molecular_function	CASS4
ENSG00000087589	54987168	55034396	1	GO:0004871	signal transducer activity	CASS4
ENSG00000087589	54987168	55034396	1	GO:0016301	kinase activity	CASS4
ENSG00000087589	54987168	55034396	1	GO:0008150	biological_process	CASS4
ENSG00000087589	54987168	55034396	1	GO:0007155	cell adhesion	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005856	cytoskeleton	CASS4
ENSG00000087589	54987168	55034396	1	GO:0043226	organelle	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005622	intracellular	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005737	cytoplasm	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005575	cellular_component	CASS4
ENSG00000087589	54987168	55034396	1	GO:0005623	cell	CASS4
ENSG00000101160	57570240	57582302	-1	GO:0005615	extracellular space	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005576	extracellular region	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005783	endoplasmic reticulum	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005764	lysosome	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0008233	peptidase activity	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005886	plasma membrane	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0003674	molecular_function	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005575	cellular_component	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005622	intracellular	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005623	cell	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005737	cytoplasm	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0005773	vacuole	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0043226	organelle	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0008150	biological_process	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0048856	anatomical structure development	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0003013	circulatory system process	CTSZ
ENSG00000101160	57570240	57582302	-1	GO:0051604	protein maturation	CTSZ
ENSG00000022277	55043647	55093943	1	GO:0003674	molecular_function	RTFDC1
ENSG00000022277	55043647	55093943	1	GO:0005575	cellular_component	RTFDC1
ENSG00000022277	55043647	55093943	1	GO:0008150	biological_process	RTFDC1
ENSG00000088881	2673524	2740753	1	GO:0003674	molecular_function	EBF4
ENSG00000088881	2673524	2740753	1	GO:0003677	DNA binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043167	ion binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0009058	biosynthetic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0034641	cellular nitrogen compound metabolic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0008150	biological_process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005575	cellular_component	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005622	intracellular	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005623	cell	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043226	organelle	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005634	nucleus	EBF4
ENSG00000088881	2673524	2740753	1	GO:0003677	DNA binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0003674	molecular_function	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005634	nucleus	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043226	organelle	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005575	cellular_component	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005623	cell	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005622	intracellular	EBF4
ENSG00000088881	2673524	2740753	1	GO:0008150	biological_process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0034641	cellular nitrogen compound metabolic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043167	ion binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0009058	biosynthetic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0009058	biosynthetic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0034641	cellular nitrogen compound metabolic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0008150	biological_process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043167	ion binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0003674	molecular_function	EBF4
ENSG00000088881	2673524	2740753	1	GO:0003677	DNA binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005622	intracellular	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043226	organelle	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005634	nucleus	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005623	cell	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005575	cellular_component	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005623	cell	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005622	intracellular	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005575	cellular_component	EBF4
ENSG00000088881	2673524	2740753	1	GO:0005634	nucleus	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043226	organelle	EBF4
ENSG00000088881	2673524	2740753	1	GO:0008134	transcription factor binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0009058	biosynthetic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0043167	ion binding	EBF4
ENSG00000088881	2673524	2740753	1	GO:0008150	biological_process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0034641	cellular nitrogen compound metabolic process	EBF4
ENSG00000088881	2673524	2740753	1	GO:0003674	molecular_function	EBF4
ENSG00000088881	2673524	2740753	1	GO:0003677	DNA binding	EBF4
ENSG00000101162	57594309	57601709	1	GO:0005622	intracellular	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0005575	cellular_component	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0003924	GTPase activity	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0005198	structural molecule activity	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0043167	ion binding	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0005623	cell	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0005737	cytoplasm	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0006457	protein folding	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0006461	protein complex assembly	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0009056	catabolic process	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0034655	nucleobase-containing compound catabolic process	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0044281	small molecule metabolic process	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0043234	protein complex	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0005886	plasma membrane	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0005856	cytoskeleton	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0043226	organelle	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0007049	cell cycle	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0034641	cellular nitrogen compound metabolic process	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0022607	cellular component assembly	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0065003	macromolecular complex assembly	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0007010	cytoskeleton organization	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0008150	biological_process	TUBB1
ENSG00000101162	57594309	57601709	1	GO:0003674	molecular_function	TUBB1
ENSG00000101457	44420576	44440066	1	GO:0005622	intracellular	DNTTIP1
ENSG00000101457	44420576	44440066	1	GO:0005623	cell	DNTTIP1
ENSG00000101457	44420576	44440066	1	GO:0005575	cellular_component	DNTTIP1
ENSG00000101457	44420576	44440066	1	GO:0043226	organelle	DNTTIP1
ENSG00000101457	44420576	44440066	1	GO:0005634	nucleus	DNTTIP1
ENSG00000124172	57600522	57607437	-1	GO:0005575	cellular_component	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005622	intracellular	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005623	cell	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005737	cytoplasm	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005739	mitochondrion	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0043226	organelle	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0043234	protein complex	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0003674	molecular_function	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0009056	catabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0034655	nucleobase-containing compound catabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0044281	small molecule metabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0009058	biosynthetic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0006091	generation of precursor metabolites and energy	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0008150	biological_process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0034641	cellular nitrogen compound metabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0006810	transport	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0022857	transmembrane transporter activity	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0055085	transmembrane transport	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0016887	ATPase activity	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0016887	ATPase activity	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0006810	transport	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0009058	biosynthetic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0009056	catabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0034655	nucleobase-containing compound catabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0044281	small molecule metabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0034641	cellular nitrogen compound metabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0006091	generation of precursor metabolites and energy	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0008150	biological_process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0055085	transmembrane transport	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0022857	transmembrane transporter activity	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0003674	molecular_function	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005575	cellular_component	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005622	intracellular	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005623	cell	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005737	cytoplasm	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005739	mitochondrion	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0043226	organelle	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0043234	protein complex	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0003674	molecular_function	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005575	cellular_component	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005622	intracellular	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005623	cell	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005737	cytoplasm	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0005739	mitochondrion	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0043226	organelle	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0043234	protein complex	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0009058	biosynthetic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0009056	catabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0034655	nucleobase-containing compound catabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0044281	small molecule metabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0034641	cellular nitrogen compound metabolic process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0006091	generation of precursor metabolites and energy	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0008150	biological_process	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0022857	transmembrane transporter activity	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0055085	transmembrane transport	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0016887	ATPase activity	ATP5E
ENSG00000124172	57600522	57607437	-1	GO:0006810	transport	ATP5E
ENSG00000175063	44441215	44445596	1	GO:0006464	cellular protein modification process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007010	cytoskeleton organization	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005575	cellular_component	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005622	intracellular	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005623	cell	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043234	protein complex	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005634	nucleus	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043226	organelle	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0003674	molecular_function	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007049	cell cycle	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0008150	biological_process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0051301	cell division	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043167	ion binding	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0016874	ligase activity	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005737	cytoplasm	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005654	nucleoplasm	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007165	signal transduction	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007067	mitosis	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0009056	catabolic process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0022607	cellular component assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0065003	macromolecular complex assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005829	cytosol	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0042592	homeostatic process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0006461	protein complex assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0003674	molecular_function	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0006464	cellular protein modification process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007010	cytoskeleton organization	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005575	cellular_component	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005622	intracellular	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005623	cell	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043234	protein complex	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005634	nucleus	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043226	organelle	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0051301	cell division	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007049	cell cycle	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0008150	biological_process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0016874	ligase activity	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043167	ion binding	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005654	nucleoplasm	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005737	cytoplasm	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0022607	cellular component assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0065003	macromolecular complex assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0009056	catabolic process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0006461	protein complex assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005829	cytosol	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007067	mitosis	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007165	signal transduction	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0042592	homeostatic process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0042592	homeostatic process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0006461	protein complex assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0009056	catabolic process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0022607	cellular component assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0065003	macromolecular complex assembly	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007165	signal transduction	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007067	mitosis	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005829	cytosol	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005575	cellular_component	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005622	intracellular	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005623	cell	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043234	protein complex	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005634	nucleus	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043226	organelle	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0003674	molecular_function	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0006464	cellular protein modification process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007010	cytoskeleton organization	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0007049	cell cycle	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0008150	biological_process	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0051301	cell division	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005737	cytoplasm	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0005654	nucleoplasm	UBE2C
ENSG00000175063	44441215	44445596	1	GO:0043167	ion binding	UBE2C
